message,aid_related
"Lizon 41, area lower Figye, Bon repos ( la plaine ) we don't have any money, nor food. Please help us",1
thank you for the follow up you will give this message and it is important that I tell you that I,0
bandits who come to Port-au-prince,0
"I speak French very well, I speak Spanish very well, I speak ( no other information )",0
"Goodmournig, in the name of MOCDEP communotary movement for the development of little boucan, Grecier. We will serve you as a spoke person for the population to give you",0
we are 500 without a home at rue panamericaine. we need food and water,1
We need help. We r hangry and v nothing.,1
"We are at the church of L'eglise Evangelique of Claude Noel. We are inside, please bring food and water for us.",1
"Please my profession is mechanic, truck driver, car driver and operator for loarder and excavator. thank you for your patience we spent the night in the name of jesus",0
A cold front has hit Cuba this morning. It could move into Haiti. Isolated rain showers are still forecasted for our region this evening.,0
The IPS and OPA are available at St-Raphael-Dondon ( North ) to. .. the end of this SMS message is truncated,0
"I do not have anything left only the clothes I am wearingg, I have lost everything I am a proffessional who has studies accounting what can you do for me",1
"I'm in Fontamara 27, the road is blocked. There's no food, please come",1
"Digicel please i cannot make phone calls, see what you can do for me",0
"I would like for you to help the people in the south department, because there alot of M (malade? wounded)",0
there are people coming to the department coming from port-au-prince but the baks are not open to serve them,1
"Im in port au prince, my house was destroyed, now im fine with all my family",1
"Panamerican Street, we cannot count the amount of victims. Since there is no energy, gas the area needs mostly cooked food with drinkable water.",1
Please I am alone and I'd like to know if there is somebody out there who would like to adopt an adolescent please adopt me.,0
what cyber cafe's are working?,0
"We need water and food, please help us because we don't have any help Clercine 4",1
send me the info for the croix des bouquets please,0
I am located in Route Freres- Impasse Fortin. .. A bit further than the Granit Market,0
CARREFOUR FEUILLES is a slum in west port-au-prince. Rest of message does not make sense,0
"Bonsoir, on est a bon repos aprs la compagnie teleko sur la route a droite de l'impasse Roger colas aprs la 9e maison sur la main droite de la rue, on est environ 30 personnes sur un. ..",0
"student group from Port-au-Prince, they have arrived in port-de-Paix, they did not save anything, they lost everything they need help, we are counting on us.",1
There's internet in santo but the signal is lost fast.,0
I am in Roche--Bateaux. I need to call my family but I can not put a calling card on my phone. Please let them know I'm trying to reach them.,0
"We're in Erice street, zone Peguy-Ville ( Petion Ville area )",0
Let the radio stations begin with Missions ( q ).,0
Please find a way to amuse the people to help them with this stress,0
meteo. .. .. We might get rain.,0
What do do in Pestel? People keep coming and food is missing. And it's difficult to make phone calls.,1
People from Grand Goave would like to ask the authorities if they are not human being like the rest of the peple on the island. They had no help since January 12,1
"We need water, food and medical care. We are under the village. Monpelye ( Rue des Pylons? ) Delma 33. Merci.",1
Good evening to all USA soldiers. we still suffer from this great event. We would love to handle your presence of authority. thank you,0
even a little water we can not find from any other people.,0
"In Grand Goave, a sack of rice is selling for 300 dollars. We rarely could get some",0
"I have written you since yesterday we have yet to receive help I have not seen nothing done, please help we are suffering",1
good night please i need to call urgently for my whole neighborhood. thank you,1
"Simple location : Name of place, street and number, town.",0
"I have been writing you since yesterday we are asking for help until now but have to yet to receive anything, we are without shelter and are still suffering",1
I need information on travelling to Canada,0
"we haven't received anything in terms of aid. for example we nee food, medicine, doctors, and tents to sleep in. to be okay in ?SID.",1
Help us Pelerin. We can provide transportation.,0
"Hello I have sent over 3 sms to you alredy and we have yet to recive any aid, please respond so I can give you the site where we are ( in the West rue Terre rouge at Ebenezer Church )",1
Needs a telephone card to call,0
The person would like a mode of transportation,0
Scout South/Cayes Camp perrin ( his eats for the of localize Locals at Scout South/Cayes Camp Perrin -food for the local people GPS location may be off. verify with look up of Camp Perrin,0
"I am in the department ( sid zon banbou ). ( something ) is killing me, please tell someone. It is. ..",0
could you please speak french to me because I do not speak English. Thank you,0
"Hi, I leave in Gressier, it's really far. .. nobody ever showed up to help us.",1
there are 60 people with me who are dead but there are living who are hungry please help us,1
The cyber cafe in carefour Off of Wayne 87 it is working. You have not sent Rep's to bring food for us. we are waiting for help,1
"There are many of us in Mangonese Street in Christ-roi in PAP we need food, water, tents and medical assistance",1
urjent need we are in need of food there are pver 4500 people about 150 families that are without shelter. more than 20 wounded. they are in petion ville near pernier,1
The one who will manager the distribuition has his/her own car.,0
"Please, we are staying in a church. There are no wounded but we are in dire need of food, water, gas. Our house is completely leveled",1
family. friends and all of those who knows me. . tell them that am alive thanks to god,1
DIGICEL DO SOMETHING FOR US PLEASE. WE ARE IN DANGER WE WANT TO TALK TO OUR FAMILY,0
Where can one go to buy a ticket to leave?,0
Message received ( then in french and creole ),0
--New life which is situated in the center of the city of Jeremi .,0
I'M TRYING TO CALL PEOPLE BUT IT'S NOT GOING THROUGH,0
"LOST MY HOUSE, I ESCAPED ON TIME SO DID MY PARENTS",0
this is asking to call number.. number is truncated.. this is the number in the USA 610.. NOTE: Please review so number can be put together..,0
"the address is latan imp des fleurs number 2----please hurry we nee water, food and sheets! we have babies in here that has noting!!",1
"We need Food, etc in Croix-des-Mission, Rail Street #17. Thank you for your understanding.",1
We're a large group of victims. We need water. Some of us have high blood pressure.,1
"There are so many people who came to city of Les Cayes, they have nowhere to stay.",0
Graphic Designer - IT professional.,0
"Please I am trapped in a Restaurant in Rue Du Centre, Port-au-Prince. Please send Help, please.",1
"No one ever came to Delmas 30, we have no water to drink, a lot of people have died, the bodies smell. Thank you.",1
